date,open,high,low,close,volume,oi
01/06/2004,23531.74,23976.02,23179.79,23576.44,0,0
01/07/2004,23576.05,23899.32,23320.12,23320.12,0,0
01/08/2004,23333.99,23718.43,23122.4,23716.82,0,0
01/09/2004,23722.31,24088.32,23710.03,23916.72,0,0
01/12/2004,23895.92,24323.2,23891.68,24236.98,0,0
01/13/2004,24236.89,24518.15,23866.61,23939.63,0,0
01/14/2004,23947.11,24009.75,22878.39,23398.64,0,0
01/15/2004,23399.83,23399.83,22961.7,22961.7,0,0
01/16/2004,22964.11,23243.07,22687.05,23154.58,0,0
01/19/2004,23161.55,23492.82,23090.42,23385.17,0,0
01/20/2004,23381.95,23723.72,23381.95,23678.75,0,0
01/21/2004,23679.72,23679.72,23213.04,23301.82,0,0
01/22/2004,23299.22,23299.22,22681.98,22968.78,0,0
01/23/2004,22968.78,23514.92,22740.09,23471,0,0
01/26/2004,23471,24349.78,23471,24349.78,0,0
01/27/2004,24354.94,24472.73,23908.25,24226.04,0,0
01/28/2004,24226.04,24460.15,23786.77,23851.62,0,0
01/29/2004,23849.15,23859.08,22299.8,22386.18,0,0
01/30/2004,22384.23,22615.48,21649.3,21851.44,0,0
02/02/2004,21841.74,21866.78,21336.03,21786.95,0,0
02/03/2004,21794.08,22287.15,21794.08,22280.99,0,0
02/04/2004,22288.81,22718.28,21554.84,21684.53,0,0
02/05/2004,21684.53,21908.83,21077.25,21091.68,0,0
02/06/2004,21091.68,21968.81,20597.93,21968.81,0,0
02/09/2004,21969.68,22493.21,21852.51,21961.58,0,0
02/10/2004,21935.77,22215.95,21693.72,22171.49,0,0
02/11/2004,22172.66,23240.77,22056.82,23197.11,0,0
02/12/2004,23197.11,23374.24,22929.49,23063.45,0,0
02/13/2004,23067.19,23230.08,22187.59,22529.8,0,0
02/16/2004,22529.8,22531.16,22078.41,22188.88,0,0
02/17/2004,22195.32,22520.13,22016.79,22426.27,0,0
02/18/2004,22429.55,22667.59,21899.4,22000.12,0,0
02/19/2004,21998.07,21998.07,20876.72,20950.98,0,0
02/20/2004,20949.21,21341.97,20091.65,21336.91,0,0
02/25/2004,21341.09,21732.07,21341.09,21609.23,0,0
02/26/2004,21608.42,21608.42,21180.48,21449.61,0,0
02/27/2004,21455.07,21755.02,21447.59,21755.02,0,0
03/01/2004,21760.52,22527.74,21760.52,22498.59,0,0
03/02/2004,22496.36,22714.45,21941.66,22442.42,0,0
03/03/2004,22442.42,22800.79,22191.32,22550.49,0,0
03/04/2004,22541.5,22752.87,22255.54,22392.99,0,0
03/05/2004,22397.17,22937,22349.44,22872.94,0,0
03/08/2004,22873.86,23372.87,22873.86,22993.31,0,0
03/09/2004,22993.31,23093.65,22502.75,22673.76,0,0
03/10/2004,22673.51,22673.51,21670.28,21670.28,0,0
03/11/2004,21673.47,21749.99,20755.57,20763.14,0,0
03/12/2004,20769.64,21799.65,20769.64,21775.77,0,0
03/15/2004,21775.85,21836.41,21162.36,21233.65,0,0
03/16/2004,21234.25,21647,21234.25,21612.94,0,0
03/17/2004,21619.85,22034.18,21619.85,21900.98,0,0
03/18/2004,21901.26,22411.39,21678.74,22369.86,0,0
03/19/2004,22369.86,22470.15,22217.36,22260.64,0,0
03/22/2004,22247.78,22247.78,21569.02,21663.09,0,0
03/23/2004,21662.84,21831.54,21204.93,21204.93,0,0
03/24/2004,21202.17,21317.34,20833.87,20984.71,0,0
03/25/2004,20984.99,21323.08,20856.86,21000.38,0,0
03/26/2004,21001.25,21650.5,21001.25,21541.01,0,0
03/29/2004,21544.08,21816.98,21435.47,21530.7,0,0
03/30/2004,21531.24,22044.51,21531.24,22042.68,0,0
03/31/2004,22041.88,22255.98,21872.68,22142.26,0,0
04/01/2004,22142.26,22769.42,22142.26,22647.07,0,0
04/02/2004,22649.92,23034.4,22629.33,22948.95,0,0
04/05/2004,22948.95,23260.41,22772.57,23146.07,0,0
04/06/2004,23146.07,23178.84,22858.79,23071.6,0,0
04/07/2004,23060.99,23060.99,22443.38,22443.38,0,0
04/08/2004,22451.21,22739.8,22307.06,22724.7,0,0
04/12/2004,22724.7,22970.01,22496.26,22779.62,0,0
04/13/2004,22777.21,22994.87,22554.55,22619.62,0,0
04/14/2004,22618.03,22618.03,22165.11,22311.96,0,0
04/15/2004,22311.96,22311.96,21482.56,21739.46,0,0
04/16/2004,21726.62,21937.89,21591.96,21768.93,0,0
04/19/2004,21772.78,21863.99,21417.42,21626.72,0,0
04/20/2004,21626.72,21665.33,21067.96,21077.59,0,0
04/22/2004,21077.52,21182.03,20731.52,21141.61,0,0
04/23/2004,21141.61,21625.27,21141.61,21590.47,0,0
04/26/2004,21588.32,21778.27,21286.43,21323.63,0,0
04/27/2004,21324.02,21714.66,21253.73,21316.64,0,0
04/28/2004,21316.64,21373.68,20473.62,20473.62,0,0
04/29/2004,20481.45,20756.13,19675.56,19865.21,0,0
04/30/2004,19870.76,20172.16,19508.19,19607.23,0,0
05/03/2004,19621.85,19777.48,19085.75,19708.58,0,0
05/04/2004,19708.53,20194.87,19708.53,19987.56,0,0
05/05/2004,20013.14,20342.1,19835.4,20026.24,0,0
05/06/2004,20018.84,20018.84,19188.54,19190.48,0,0
05/07/2004,19183.87,19183.87,18572.54,18620.01,0,0
05/10/2004,18615.73,18615.73,17601.07,17604.12,0,0
05/11/2004,17607.33,18582.77,17607.33,18536.62,0,0
05/12/2004,18543.39,18745.32,17885.24,18325.66,0,0
05/13/2004,18325.66,18619.3,17901.54,18401.76,0,0
05/14/2004,18420.63,18951.94,18420.63,18611.21,0,0
05/17/2004,18608.81,18608.81,17973.14,18122.37,0,0
05/18/2004,18124.71,18610.24,18124.71,18556.29,0,0
05/19/2004,18601.61,19120.34,18601.61,18688.22,0,0
05/20/2004,18688.01,18688.01,18228.76,18240.06,0,0
05/21/2004,18239.12,18386.84,18041.2,18285.49,0,0
05/24/2004,18287.67,18670.07,18287.67,18669.3,0,0
05/25/2004,18674.68,18869.04,18589.94,18859.52,0,0
05/26/2004,18859.52,19078.75,18737.2,19069.44,0,0
05/27/2004,19068.98,19763.09,19060.54,19734.35,0,0
05/28/2004,19734.35,19990.85,19579.84,19667.38,0,0
05/31/2004,19671.82,19769.44,19420.6,19544.67,0,0
06/01/2004,19544.72,19613,19176.53,19545.82,0,0
06/02/2004,19552.64,19922.55,19552.64,19716.63,0,0
06/03/2004,19723.31,19775.68,19332.38,19399.96,0,0
06/04/2004,19404.32,19901.98,19404.32,19818.73,0,0
06/07/2004,19825.85,20487.09,19825.85,20446.77,0,0
06/08/2004,20446.77,20529.32,20158.54,20283.7,0,0
06/09/2004,20269.08,20297.93,19797.45,19864.7,0,0
06/11/2004,19864.7,19979.26,19788.95,19834.46,0,0
06/14/2004,19833.17,19833.17,19370.88,19487.69,0,0
06/15/2004,19496.25,20047.46,19496.25,20047.46,0,0
06/16/2004,20050.1,20514.31,20006.1,20459.75,0,0
06/17/2004,20459.75,20697.29,20202.83,20334.6,0,0
06/18/2004,20329.96,20454.8,20076.41,20333.33,0,0
06/21/2004,20335.61,20654.09,20274.03,20293,0,0
06/22/2004,20293.04,20359.77,20069.93,20199.2,0,0
06/23/2004,20199.2,20836.11,20199.2,20836.11,0,0
06/24/2004,20837.22,21068.22,20681.35,20708.33,0,0
06/25/2004,20708.33,20939.98,20668.62,20750.23,0,0
06/28/2004,20750.23,20892.24,20350.91,20350.91,0,0
06/29/2004,20352.28,20832.98,20352.28,20800.84,0,0
06/30/2004,20809.07,21183.47,20733.04,21148.91,0,0
07/01/2004,21152.18,21394.15,21094.33,21348.67,0,0
07/02/2004,21348.67,21746.75,21348.67,21568.36,0,0
07/05/2004,21670.29,21747.62,21428.55,21670.29,0,0
07/06/2004,21669.44,21669.44,21124.75,21188,0,0
07/07/2004,21190.38,21364.45,21118.31,21171.2,0,0
07/08/2004,21167,21167,20821,20887.3,0,0
07/12/2004,21236.81,21560.53,20885.02,21532.23,0,0
07/13/2004,21533.29,21759.33,21455.5,21676.63,0,0
07/14/2004,21675.54,22090.01,21372.64,21672.67,0,0
07/15/2004,21679.23,22197.82,21679.23,22064.66,0,0
07/16/2004,22064.17,22676,22064.17,22447.13,0,0
07/19/2004,22444.52,22517.83,22045.4,22102.43,0,0
07/20/2004,22115.47,22425.57,22045.6,22361.24,0,0
07/21/2004,22362.42,22516.22,21775.64,21810.32,0,0
07/22/2004,21821.29,21937.52,21489.83,21730.32,0,0
07/23/2004,21728.69,22100.13,21558.58,21591.09,0,0
07/26/2004,21634.94,21930.3,21056.09,21317.7,0,0
07/27/2004,21325.22,21813.49,21235.68,21737,0,0
07/28/2004,21740,22213.37,21613.23,22168.28,0,0
07/29/2004,22168.61,22365.75,22019.44,22227.78,0,0
07/30/2004,22224.13,22533.91,22110.86,22336.87,0,0
08/02/2004,22341.86,22493.12,21928.85,22448.01,0,0
08/03/2004,22453.46,22600.15,22340.18,22372.9,0,0
08/04/2004,22370.3,22522.78,22159.32,22177.92,0,0
08/05/2004,22174.32,22244.17,21177.53,21330.25,0,0
08/06/2004,21340.71,21701.64,21193.78,21652.71,0,0
08/09/2004,21652.71,21744.63,21242.69,21260.91,0,0
08/10/2004,21261.46,21736.72,21261.46,21736.72,0,0
08/11/2004,21735.63,21735.63,21410.61,21569.71,0,0
08/12/2004,21573.94,21722.69,21483.61,21570.24,0,0
08/13/2004,21570.14,21705.65,21307.39,21401.26,0,0
08/16/2004,21403.52,21828.69,21360.61,21763.76,0,0
08/17/2004,21766.52,22159.49,21766.52,22060.5,0,0
08/18/2004,22059.41,22778.77,21897.55,22778.77,0,0
08/19/2004,22778.74,23284.79,22772.24,22934,0,0
08/20/2004,22934.61,23380.94,22919.39,23195.63,0,0
08/23/2004,23204.67,23240.52,22772.55,22852.13,0,0
08/24/2004,22863.28,23111.08,22743.29,22870.14,0,0
08/25/2004,22870.16,23166.01,22744.93,23058.41,0,0
08/26/2004,23046.6,23046.6,22478.99,22582.04,0,0
08/27/2004,22582.76,22801.31,22503.88,22596.84,0,0
08/30/2004,22600.11,22869.15,22315.73,22869.15,0,0
08/31/2004,22885.74,23071.45,22685.17,22803.19,0,0
09/01/2004,22802.51,22970.82,22362.77,22512.87,0,0
09/02/2004,22515.74,22767.74,22267.25,22688.07,0,0
09/03/2004,22688.04,22768.88,22378.33,22415.05,0,0
09/06/2004,22415.63,22537,22415.63,22501.53,0,0
09/08/2004,22508.06,22977.11,22508.06,22534.32,0,0
09/09/2004,22535.52,22622.03,22070.54,22286.49,0,0
09/10/2004,22276.25,22299.03,21846.14,21968.08,0,0
09/13/2004,21970.07,22225.6,21738.88,21809.22,0,0
09/14/2004,21810.12,22348.12,21740.64,22309.43,0,0
09/15/2004,22310.39,22576.81,22213.35,22343.52,0,0
09/16/2004,22345.8,22896.74,22345.8,22875.77,0,0
09/17/2004,22875.95,23190.24,22875.95,23073.59,0,0
09/20/2004,23078.77,23484.89,23078.24,23078.24,0,0
09/21/2004,23077.65,23267.54,22915.87,23105.76,0,0
09/22/2004,23105.56,23206.88,22696.72,22748.97,0,0
09/23/2004,22748.97,23006.21,22748.97,22943.55,0,0
09/24/2004,22943.55,23110.24,22891.96,22972.07,0,0
09/27/2004,22980.93,22980.93,22732.82,22834.06,0,0
09/28/2004,22834.06,23275.32,22593.24,23230.64,0,0
09/29/2004,23230.33,23286.65,23069.24,23208.35,0,0
09/30/2004,23209.8,23422.63,23182.95,23245.24,0,0
10/01/2004,23245.88,23777.02,23245.88,23777.02,0,0
10/04/2004,23784.44,24173.32,23784.44,24150.39,0,0
10/05/2004,24150.39,24362.04,23945.6,24205.25,0,0
10/06/2004,24205.42,24205.42,23898.84,24027.14,0,0
10/07/2004,24013.62,24141.06,23813.82,24104.18,0,0
10/08/2004,24120.26,24345.66,23913.88,23926.85,0,0
10/11/2004,23928.47,24090.95,23921.43,23953.95,0,0
10/13/2004,23952.96,24065.95,23067.88,23289.29,0,0
10/14/2004,23286.87,23286.87,22865.44,22959.48,0,0
10/15/2004,22961.03,23422.22,22961.03,23367.84,0,0
10/18/2004,23367.84,23448.27,23020.92,23411.07,0,0
10/19/2004,23411.26,23620.93,22886.55,22892.99,0,0
10/20/2004,22892.99,22928.59,22565.48,22873.49,0,0
10/21/2004,22872.99,23115.8,22779.27,23058.95,0,0
10/22/2004,23061.43,23326.2,22691.69,22735.47,0,0
10/25/2004,22735.47,22735.47,22389.55,22602.6,0,0
10/26/2004,22602.68,22848.91,22557.09,22848.91,0,0
10/27/2004,22861.08,23228.39,22782.64,23170.78,0,0
10/28/2004,23170.78,23170.78,22825.97,22928.5,0,0
10/29/2004,22944.72,23088.85,22877.43,23052.18,0,0
11/01/2004,23049.7,23309.32,22940.68,23272.98,0,0
11/03/2004,23274.93,23770.22,23274.93,23660.11,0,0
11/04/2004,23660.11,23963.07,23628.95,23879.62,0,0
11/05/2004,23864.07,24000.21,23498.64,23541.63,0,0
11/08/2004,23541.63,23541.63,23071.51,23211.89,0,0
11/09/2004,23212.66,23304.82,23021.59,23215.87,0,0
11/10/2004,23223.3,23478.84,23223.3,23454.55,0,0
11/11/2004,23457.05,23520.7,23191.55,23520.7,0,0
11/12/2004,23523.63,24035.42,23523.63,24035.42,0,0
11/16/2004,24035.42,24035.42,23697.77,23772.06,0,0
11/17/2004,23772.06,24289.18,23772.06,24169.83,0,0
11/18/2004,24166.55,24324.7,23844.86,24143.05,0,0
11/19/2004,24146.67,24361.23,23848.28,24034.19,0,0
11/22/2004,24034.01,24508.19,23839.23,24444.9,0,0
11/23/2004,24445.55,24684.03,24290.41,24340.46,0,0
11/24/2004,24338.7,24640.73,24338.7,24368.33,0,0
11/25/2004,24371.52,24871.93,24371.52,24866.63,0,0
11/26/2004,24866.63,25071.99,24755.66,24997.82,0,0
11/29/2004,24999.86,25083.86,24653.31,24854.76,0,0
11/30/2004,24855.12,25160.26,24736.22,25128.33,0,0
12/01/2004,25129.09,25381.09,25117.61,25234.7,0,0
12/02/2004,25234.7,25359.6,25057.09,25200.4,0,0
12/03/2004,25217.71,25603.97,25217.71,25467.97,0,0
12/06/2004,25473.66,25708.53,25430.29,25632.5,0,0
12/07/2004,25632.49,25667.21,24945.3,24988.62,0,0
12/08/2004,24988.26,25040.51,24614.82,24968.39,0,0
12/09/2004,24969.67,25052.73,24451.57,24526.04,0,0
12/10/2004,24529.56,24954.27,24493.72,24933.32,0,0
12/13/2004,24933.32,25259.52,24867.26,25225.16,0,0
12/14/2004,25226.2,25567.64,25226.2,25563.13,0,0
12/15/2004,25568.04,25919.31,25362.54,25575.83,0,0
12/16/2004,25560.82,25876.75,25543.23,25831.13,0,0
12/17/2004,25834.82,25834.82,25474.43,25659.14,0,0
12/20/2004,25661.14,25771.87,25455.55,25536.63,0,0
12/21/2004,25536.53,25898.43,25465.32,25889.72,0,0
12/22/2004,25892.45,26075.07,25712.5,25723.19,0,0
12/23/2004,25719.08,25971.42,25617.96,25878.19,0,0
12/27/2004,25861.93,26084.37,25861.93,25936.93,0,0
12/28/2004,25936.93,26145.44,25918.67,26116.61,0,0
12/29/2004,26116.74,26244.56,26090.96,26161.31,0,0
12/30/2004,26170.84,26269.62,26108.38,26196.25,0,0
01/03/2005,26193.48,26492.24,25671.02,25722.01,0,0
01/04/2005,25722.01,25873.02,24790.57,24848.04,0,0
01/05/2005,24859.33,25000.61,24522.68,24691.8,0,0
01/06/2005,24695.19,24807.97,24250.38,24366.93,0,0
01/07/2005,24375.64,24874.35,24375.64,24747.22,0,0
01/10/2005,24747.22,24825.45,24085.91,24291.89,0,0
01/11/2005,24294.76,24456.58,24127.05,24369.87,0,0
01/12/2005,24369.87,24560.43,23983.04,24509.6,0,0
01/13/2005,24523.41,24918.74,24523.41,24805.74,0,0
01/14/2005,24802.27,24965.91,24481.45,24924.13,0,0
01/17/2005,24924.13,25022.14,24515.22,24515.22,0,0
01/18/2005,24515.22,24515.22,24019.19,24089.19,0,0
01/19/2005,24091.28,24465.31,24091.28,24271.23,0,0
01/20/2005,24271.22,24271.22,23533.84,23609.97,0,0
01/21/2005,23618.3,24005.81,23608.58,23818.37,0,0
01/24/2005,23818.94,24301.79,23812.51,24197.72,0,0
01/26/2005,24206.93,24555.49,24206.93,24530.16,0,0
01/27/2005,24528.85,24528.85,23868.64,24029.7,0,0
01/28/2005,24006.34,24056.18,23594.57,23968.09,0,0
01/31/2005,23969.96,24399.13,23969.96,24355.03,0,0
02/01/2005,24355.96,24506.43,24073.23,24149.46,0,0
02/02/2005,24149.81,24624.36,24139.11,24605.36,0,0
02/03/2005,24606.01,24896.15,24548.18,24873.63,0,0
02/04/2005,24873.63,25735.65,24818.01,25731.94,0,0
02/09/2005,25732.97,26313.5,25732.97,26313.5,0,0
02/10/2005,26313.5,26456.49,25881.8,26415.79,0,0
02/11/2005,26413.67,26786.45,26132.01,26670.52,0,0
02/14/2005,26660.39,26753.03,26321.4,26531.89,0,0
02/15/2005,26531.89,26659.69,26211.73,26610.12,0,0
02/16/2005,26610.79,26683.38,26312.33,26384.08,0,0
02/17/2005,26385.48,27159.19,26385.48,27090.91,0,0
02/18/2005,27086.48,27184.45,26707.08,26756.25,0,0
02/21/2005,26729.56,27094.41,26697.95,26853.05,0,0
02/22/2005,26856.08,27328.63,26620,26740.06,0,0
02/23/2005,26745.9,27198.46,26745.9,27198.46,0,0
02/24/2005,27197.77,28436.17,27197.77,28436.17,0,0
02/25/2005,28428.88,28778.4,28178.1,28425.04,0,0
02/28/2005,28422.74,28554.57,27799.4,28139.13,0,0
03/01/2005,28135.07,28136.75,27643.17,27729.98,0,0
03/02/2005,27729.98,28199.7,27498.35,28199.7,0,0
03/03/2005,28203.74,28766.44,28203.74,28668.4,0,0
03/04/2005,28676.49,29227.78,28676.49,29197.19,0,0
03/07/2005,29197.19,29584.21,29182.93,29455.42,0,0
03/08/2005,29452.04,29452.04,28883.14,29021.2,0,0
03/09/2005,29017.56,29058.35,28380.83,28514.46,0,0
03/10/2005,28510.73,28681.84,28049.38,28567.49,0,0
03/11/2005,28566.82,28931.73,28008.21,28074.91,0,0
03/14/2005,28074.91,28135.03,27714.82,28098.89,0,0
03/15/2005,28106.9,28300.14,27455.45,27587.71,0,0
03/16/2005,27587.02,27840.76,27260.3,27826.71,0,0
03/17/2005,27823.9,28162.17,27319.42,28085.83,0,0
03/18/2005,28088.14,28173.7,27498.41,27593.25,0,0
03/21/2005,27587.28,27632.79,27213.82,27411.34,0,0
03/22/2005,27418.97,27843.62,26479.95,26618.06,0,0
